PS,PD_15,PD_30,PD_45,PD_60,PD_75,PD_90,PD_105,PD_120,PD_135,PD_150,PD_150plus,fairness,satisfaction,SC_15,SC_30,SC_45,SC_60,SC_75,SC_90,SC_105,SC_120,SC_135,SC_150,SC_150plus,redist1,redist2,redist3,redist4,Household_Income,Political_Preference,age,gender,Population_Inequality_Gini_Index,Population_Mean_Income,Social_Circle_Inequality_Gini_Index,Social_Circle_Mean_Income
89,8,16,40,21,6,3,2,1,1,1,1,4,4,8,4,22,35,20,11,0,0,0,0,0,4,3,2,6,42000,3,28,1,30.50016728,44835,22.36780259,51060
234,23,27,15,9,6,5,4,2,2,2,5,7,5,20,30,50,0,0,0,0,0,0,0,0,1,1,5,6,42000,9,34,1,48.00863132,48660,21.46236559,27900
303,19,18,17,15,12,10,4,2,1,1,1,5,5,7,29,54,7,3,0,0,0,0,0,0,5,5,5,4,43000, ,47,2,38.76241358,47730,19.78793336,33315
55,20,20,30,10,10,3,3,1,1,1,1,3,3,3,2,2,2,2,3,5,9,14,24,34,6,6,1,3,44000,5,28,2,38.25589837,41325,21.50498981,139785
163,2,3,18,15,17,13,9,8,6,4,5,3,3,1,1,40,4,16,4,2,20,10,2,0,5,5,2,3,44000,5,31,2,30.46346117,78615,29.68342761,71595
80,5,18,26,18,6,5,2,2,5,6,7,7,6,1,2,51,39,7,0,0,0,0,0,0,6,4,1,5,45000,3,44,2,41.31944444,64800,13.67824925,44895
84,2,4,4,6,19,10,10,5,9,10,21,5,5,0,9,0,50,25,0,0,0,16,0,0,3,2,3,5,45000,6,28,2,30.25464812,108915,23.58581236,65550
102,0,1,13,26,24,10,10,10,2,2,2,1,1,11,34,40,3,4,1,4,0,0,1,2,4,5,1,1,45000,1,49,2,24.26326531,73500,35.04857031,38295
184,10,12,14,15,13,10,8,7,5,5,1,2,2,0,3,36,39,20,1,0,1,0,0,0,4,5,3,2,45000,3,54,2,35.92980437,65175,16.31137725,50100
192,17,33,39,11,0,0,0,0,0,0,0,1,1,10,20,29,41,0,0,0,0,0,0,0,5,2,1,2,45000,5,30,2,24.43445505,29865,22.27165354,38100
217,20,20,20,12,10,7,3,3,2,2,1,1,1,0,47,40,12,0,0,0,0,0,0,1,6,6,1,1,45000,1,36,1,41.1664,46875,22.23281596,33825
284,20,0,38,20,0,0,0,11,0,0,11,3,2,3,19,27,51,0,0,0,0,0,0,0,4,4,1,5,45000,4,38,1,44.81549815,60975,17.95774648,41535
285,15,5,13,16,11,12,10,6,4,5,3,1,1,24,27,42,4,2,0,0,0,0,0,1,6,6,1,2,45000,3,29,2,37.03303965,68100,29.69955157,30105
196,11,13,15,14,13,9,7,6,6,4,2,1,1,21,39,25,7,6,2,0,0,0,0,0,5,6,1,3,45900,2,49,1,37.67662853,64245,30.79830255,30045
120,45,25,10,2,2,2,2,2,0,0,10,1,1,100,0,0,0,0,0,0,0,0,0,0,6,6,1,4,46000,2,29,1,56.54144621,42525,2,12000
8,5,14,12,22,17,10,6,5,3,4,2,2,3,0,29,54,3,10,0,4,0,0,0,0,5,4,2,3,47000,2,32,2,33.37252619,64425,22.93076923,39000
148,18,35,15,10,7,5,4,3,1,1,1,3,3,7,15,16,7,2,4,8,17,1,6,17,6,6,1,4,48000,7,31,2,41.54192155,41685,40.9165536,88440
150,8,11,14,17,12,9,8,7,6,6,2,1,1,3,16,20,26,30,3,2,0,0,0,0,2,5,3,4,48000,7,53,1,35.66390945,68910,23.29466707,49785
256,25,42,12,15,1,1,1,1,1,1,0,3,1,0,29,70,1,0,0,0,0,0,0,0,6,5,3,2,48000,2,27,1,36.65783133,31125,11.72072072,33300
265,4,6,16,1,9,10,17,15,12,8,2,5,3,0,0,0,96,0,0,4,0,0,0,0,1,1,2,2,49000,7,56,1,28.78104462,86730,5.182320442,54300
13,42,8,5,9,3,4,7,5,5,8,4,6,7,12,6,13,20,10,5,25,1,1,3,4,3,3,4,4,50000,3,29,2,51.60697306,56790,35.19973487,67890
25,5,5,33,31,7,19,0,0,0,0,0,6,5,9,14,23,16,21,1,16,0,0,0,0,5,6,6,6,50000,6,26,2,23.11225997,50775,30.75122939,51855
30,2,7,7,12,19,16,7,8,3,6,13,3,3,0,0,6,18,30,23,11,7,3,2,0,3,3,4,4,50000,5,55,2,32.64557382,90315,18.47637795,76200
35,30,40,5,4,4,4,4,3,2,2,2,1,1,39,39,11,11,0,0,0,0,0,0,0,4,5,1,3,50000,5,29,2,48.35632184,39150,30.00449583,23355
64,12,18,9,10,7,7,6,7,6,10,8,8,5,2,5,9,4,0,78,0,0,0,2,0,2,3,4,5,50000,7,54,2,42.59968354,75840,14.39100486,74040
133,14,15,13,10,10,12,8,8,4,2,4,3,2,11,9,13,15,15,9,2,8,2,8,8,5,6,2,2,50000,5,49,2,40.2054986,64380,39.74893789,74145
171,68,32,0,0,0,0,0,0,0,0,0,3,3,64,0,0,0,36,0,0,0,0,0,0,5,5,5,5,50000,7,24, ,16.875,15360,41.98499062,31980
188,5,10,10,10,10,10,10,10,10,10,5,8,8,0,0,0,0,30,0,30,0,0,30,10,1,1,5,5,50000,8,49,2,33.55141844,84600,21.53020134,111750
197,2,6,23,31,8,8,8,4,4,2,4,1,1,0,12,20,55,13,0,0,0,0,0,0,1,6,1,1,50000,5,29,2,31.74797115,66540,15.67711599,47850
202,5,10,20,20,12,10,8,6,4,3,2,5,4,2,34,24,5,2,2,6,10,10,4,1,4,4,3,4,50000,3,36,1,33.35986159,65025,40.58460385,60015
281,76,24,0,0,0,0,0,0,0,0,0,5,3,60,40,0,0,0,0,0,0,0,0,0,1,2,2,2,50000,3,25,1,15.19008264,14520,17.55555556,16200
292,10,16,17,15,12,9,7,5,4,3,2,3,3,5,14,16,15,13,8,4,4,5,7,9,4,5,2,3,50000,3,25,2,37.78109453,60300,39.4123506,75300
10,7,10,16,17,18,12,8,5,3,2,2,3,3,0,22,24,29,9,8,3,2,1,1,1,3,5,3,4,51000,6,63,1,32.7438539,64065,29.47024673,51675
249,5,25,20,10,15,10,5,3,2,1,4,3,3,0,15,60,5,5,5,5,5,0,0,0,5,5,2,2,51000,1,24,1,38.21568627,57375,25.87096774,46500
143,10,25,17,15,10,8,5,4,3,2,1,3,3,0,33,14,11,12,10,10,10,0,0,0,4,4,3,4,52000,3,26,1,38.50786838,52425,33.55376344,55800
9,13,21,32,20,5,2,2,2,1,1,1,2,1,1,11,19,22,28,13,3,2,1,0,0,6,6,4,3,55000,3,51,2,34.56751055,42660,23.5754643,57345
28,13,6,5,12,12,12,12,10,8,6,4,5,5,1,0,0,85,0,0,13,0,0,0,1,4,3,1,5,55000,6,34,1,34.62206528,78585,13.42698332,59370
193,19,15,14,12,10,8,6,6,5,3,2,2,2,0,0,0,30,30,20,0,0,0,0,20,5,4,1,1,55000,2,25,1,42.13075123,57705,29.04918033,91500
215,40,43,17,0,0,0,0,0,0,0,0,5,5,0,0,98,0,0,0,0,0,0,0,2,3,5,2,4,56000,2,27,2,24.23741007,20850,9.594095941,40650
219,8,10,15,15,15,10,7,6,5,5,4,9,1,0,0,20,45,15,15,5,0,0,0,0,5,6,1,5,56000,5,44,1,36.23499142,69960,17.25641026,58500
167,9,12,15,18,15,13,8,4,3,2,1,3,3,1,13,15,17,27,21,2,1,1,1,1,3,5,2,3,58000,2,50,1,33.5111331,60630,25.58008871,60870
198,6,10,15,18,11,5,9,6,3,10,7,9,9,0,19,26,21,22,12,0,0,0,0,0,2,3,4,6,58000,5,28,1,37.65352333,76845,24.03012048,49800
49,12,18,20,16,12,10,5,3,2,1,1,3,3,10,20,30,23,10,5,1,1,0,0,0,2,4,3,5,59000,6,40,1,36.47760763,51915,28.73928571,42000
288,7,9,14,25,20,12,5,2,3,2,1,3,3,0,0,30,36,24,9,0,0,0,0,1,5,6,1,4,59000,5,25,1,30.11276701,60390,18.11440108,55725
2,14,6,12,7,30,7,7,5,5,5,2,5,5,0,0,23,34,14,29,0,0,0,0,0,1,4,4,5,60000,7,34,2,35.01610018,67080,17.74185464,59850
66,4,29,43,9,6,4,1,1,1,1,1,2,2,0,0,0,0,53,25,13,4,5,0,0,5,5,2,2,60000,1,31,2,30.92491956,41955,12.32082552,79950
94,9,17,26,10,10,9,5,5,3,3,3,9,8,1,18,15,48,5,10,0,1,0,0,2,4,2,6,5,60000,1,34,2,39.18554587,58530,25.58205054,51645
109,9,10,16,18,14,11,9,5,3,3,2,9,9,13,14,15,14,14,11,7,5,4,2,1,1,1,6,6,60000,6,29,1,34.57193313,63705,36.95440574,58560
140,8,7,8,12,14,12,9,10,6,7,7,5,5,18,18,19,45,0,0,0,0,0,0,0,4,4,3,3,60000,3,56,2,34.54537189,82485,25.58847403,36960
231,9,12,14,15,14,12,11,7,4,1,1,1,1,3,4,5,5,4,4,39,19,4,6,7,5,4,1,2,60000,2,62,2,33.67408811,63330,23.29829372,98460
263,0,2,6,11,18,23,20,5,5,5,5,5,4,0,10,10,9,60,9,0,0,0,0,2,2,4,3,5,60000,7,27,2,23.55072464,87975,18.8057554,62550
272,11,27,19,14,12,6,4,2,2,2,1,7,7,1,2,9,34,34,15,4,1,0,0,0,2,4,3,6,60000,5,25,1,38.26022305,48420,16.66159788,62145
40,6,18,19,13,13,11,9,4,3,3,1,3,3,9,13,20,21,15,9,4,3,3,2,1,4,4,2,3,61000,3,38,1,35.14124718,59895,33.95016077,55980
216,6,23,23,15,10,8,5,4,3,2,1,2,1,5,15,30,20,11,8,5,3,2,1,0,4,6,1,3,62000,1,57,1,36.35193972,53745,30.87301587,51975
250,5,11,29,16,12,11,6,4,3,2,1,5,5,0,5,42,42,11,0,0,0,0,0,0,5,4,5,5,62000,4,24,1,32.63333333,58500,14.76699029,46350
17,14,16,15,20,7,6,7,4,4,4,3,4,3,5,15,20,30,4,6,5,15,0,0,0,3,3,3,4,63000,6,67,1,40.98475997,59055,31.75231788,56625
155,8,14,24,21,14,9,4,3,1,1,1,5,4,0,0,11,30,42,17,0,0,0,0,0,2,3,2,3,63000,3,29,2,32.49787475,52935,13.58795181,62250
226,47,53,0,0,0,0,0,0,0,0,0,5,5,0,61,0,0,0,0,39,0,0,0,0,4,4,4,4,63000,9,29,1,16.89069172,17565,36.47826087,51750
235,20,15,13,13,9,8,7,6,5,3,1,5,5,1,4,23,69,1,1,1,0,0,0,0,3,3,2,4,65000,7,33,1,41.70838881,56325,11.76202296,48345
252,10,16,29,9,8,8,4,4,4,4,4,8,8,7,19,7,12,25,1,0,0,29,0,0,1,1,2,5,65000,1,64,2,40.96212121,59400,35.49203231,68715
267,0,0,0,37,43,11,3,2,2,1,1,4,4,0,0,0,11,52,31,6,0,0,0,0,3,4,3,4,65000,6,35,2,15.64043716,68625,10.0373444,72300
273,10,20,6,20,10,7,6,5,6,5,5,2,5,0,30,40,0,30,0,0,0,0,0,0,3,4,2,4,65000,7,68,1,40.69764838,66975,24.5,42000
228,5,10,18,24,20,11,4,3,2,2,1,5,5,4,8,20,24,21,16,3,1,1,1,1,3,4,2,5,68000,5,43,1,29.63888889,59400,26.64536823,58455
34,10,10,10,5,10,15,15,10,5,5,5,4,4,10,10,15,20,10,10,5,5,5,5,5,4,4,1,2,70000,7,40,2,35.03073967,78075,38.37211855,68325
79,2,3,6,7,8,10,10,12,12,13,17,5,5,0,0,0,50,0,0,47,0,0,0,3,4,4,2,3,70000,7,59,1,28.08548977,110715,20.07795958,77925
166,5,10,20,20,14,9,5,5,4,4,4,4,4,0,6,8,6,19,42,10,6,3,0,0,4,5,2,5,70000,3,25,1,35.1301908,66825,18.7250996,75300
180,5,10,14,19,19,12,5,4,4,4,4,7,7,0,0,5,21,21,50,3,0,0,0,0,2,1,3,6,70000,7,26,2,33.6521265,68775,12.90736842,71250
27,11,13,16,27,5,5,5,5,5,5,3,1,1,3,2,3,5,11,8,9,8,6,25,20,6,6,1,1,71000,2,54,2,39.0781933,61770,26.70438741,118635
218,5,5,10,50,5,5,8,4,4,3,1,5,5,0,0,0,38,29,21,12,0,0,0,0,4,4,4,4,71000,3,28,1,28.08591885,62850,14.30415755,68550
271,5,12,17,29,15,9,4,3,3,2,1,1,1,0,14,23,31,24,8,0,0,0,0,0,5,6,1,5,72000,1,27,2,30.75578406,58350,21.01769912,50850
3,9,23,29,19,10,3,2,2,1,1,1,3,3,0,1,14,46,27,4,2,2,2,1,1,1,2,2,5,73000,7,31,2,33.83200531,45180,19.22276622,61275
297,10,10,13,13,14,13,10,6,5,4,2,7,7,3,10,15,15,15,15,9,6,5,4,3,2,3,2,6,73000, ,32,1,35.04424779,67800,31.99625312,72060
42,11,32,39,5,0,7,0,3,1,0,2,5,5,0,21,24,5,50,0,0,0,0,0,0,1,1,6,6,74000,5,44,1,36.3258511,40095,21.86227545,50100
45,15,15,16,14,10,7,6,4,4,4,5,5,7,0,2,60,10,10,14,1,0,1,1,1,1,1,3,6,74000,9,45,1,42.60774818,61950,23.73381295,52125
262,14,12,13,15,12,10,6,5,4,4,5,3,4,4,10,33,35,16,2,0,0,0,0,0,5,4,3,3,74000,4,26,1,40.43897412,65505,20.40561724,45930
16,10,25,26,18,9,4,3,2,2,1,0,1,1,0,0,0,50,50,0,0,0,0,0,0,5,6,2,5,75000,1,25,1,34.32323232,44550,8.25,60000
116,5,11,23,18,13,10,7,5,4,3,1,1,1,3,10,21,39,20,5,2,0,0,0,0,4,6,2,3,75000,2,66,1,33.00242131,61950,20.98693974,50535
139,7,10,16,20,16,10,7,5,4,2,3,8,8,2,4,15,18,23,25,7,3,1,1,1,1,2,3,6,75000,8,51,1,34.09246417,64890,23.47667931,67215
142,6,10,36,20,8,6,6,4,2,1,1,3,3,15,17,22,0,21,22,0,0,0,0,3,5,5,2,2,75000,2,31,2,31.99524209,53595,36.85302594,52050
162,6,9,15,19,17,9,9,6,5,3,2,2,2,10,14,21,23,18,13,1,0,0,0,0,3,4,3,3,75000,2,32,1,32.73262032,67320,28.19314642,48150
199,21,16,16,15,11,8,5,3,2,2,1,5,4,17,23,40,12,6,1,1,0,0,0,0,5,6,2,3,75000,5,28,1,40.68742443,49620,28.27106067,34365
241,39,31,12,1,0,17,0,0,0,0,0,3,6,28,38,32,0,0,2,0,0,0,0,0,4,4,5,5,75000,4,20,1,41.39081583,30705,26.90140845,25560
6,11,13,16,17,14,8,6,5,4,3,3,3,2,4,9,18,21,19,12,7,8,0,2,0,4,6,2,2,76000,2,29,1,37.93943798,61920,28.25680934,61680
106,10,15,18,14,11,10,7,6,5,3,1,4,3,0,2,88,8,2,0,0,0,0,0,0,4,5,2,2,76000,3,31,1,37.00247831,60525,6.969230769,39000
278,1,3,10,14,19,22,11,9,6,4,1,5,5,1,1,2,7,61,20,5,0,0,0,3,2,2,2,6,77000,8,36,1,24.21678056,79020,14.85731857,73170
59,19,11,6,13,7,7,6,9,8,8,6,8,7,11,15,23,24,18,7,0,0,1,0,1,1,1,2,6,78000,3,52,2,42.36743428,73605,30.46335245,47070
274,6,14,17,21,16,7,3,4,5,5,2,3,3,0,0,0,0,0,21,29,24,19,6,1,3,5,1,2,78000,4,35,2,35.41742461,62670,11.89587701,107325
291,10,14,31,20,13,3,2,2,2,1,2,3,3,0,15,21,41,15,8,0,0,0,0,0,5,4,4,5,78000,7, ,1,34.47590361,49800,20.44242424,49500
69,3,19,39,10,23,4,0,0,0,0,2,3,3,0,12,30,37,8,3,10,0,0,0,0,5,2,4,4,80000,7,37,2,28.64877739,47235,23.12352941,51000
160,6,11,18,20,13,7,5,5,5,6,4,9,8,0,4,10,15,28,30,5,7,0,0,1,2,3,5,5,80000,5,30,1,36.57739666,68220,20.00952381,70875
181,5,11,18,23,17,11,6,4,2,2,1,7,6,30,50,20,0,0,0,0,0,0,0,0,3,4,2,5,80000,9,32,1,30.68329177,60150,22.60402685,22350
205,1,13,27,32,21,1,1,1,1,0,2,2,2,0,0,50,30,20,0,0,0,0,0,0,2,5,1,3,80000,4,29,2,25.71317829,52245,14.8125,48000
211,20,30,15,6,4,3,4,2,2,4,10,1,1,41,36,0,0,0,23,0,0,0,0,0,4,5,1,3,80000,2,26,1,51.26052632,57000,43.15002344,31995
70,27,20,13,9,8,5,4,3,2,3,6,6,6,30,20,0,0,19,11,0,20,0,0,0,2,3,3,5,81000,8,37,1,49.37311307,52665,42.88285714,52500
210,2,14,23,19,15,8,7,5,4,2,1,7,7,1,2,12,12,12,13,13,12,10,8,5,4,3,3,4,82000,7,42,1,31.84696635,61065,27.45829179,90270
36,25,18,6,6,6,5,6,6,6,6,10,3,5,30,13,0,17,0,0,0,0,20,0,20,1,1,2,6,85000,6,53,2,48.97823721,68925,49.97748593,79950
73,3,9,11,36,10,7,5,8,2,7,2,8,8,5,10,10,10,30,10,5,5,10,5,0,3,2,3,4,85000,7,51,2,31.53550231,68235,30.11770944,70725
147,0,4,7,9,18,20,16,10,7,5,4,9,9,0,0,0,0,16,22,31,21,10,0,0,1,1,5,6,85000,8,36,2,24.57876712,87600,12.57927786,95550
152,3,9,16,19,15,13,8,6,5,4,2,7,6,0,0,7,28,51,3,2,2,2,1,4,1,3,4,5,85000,8,28,2,31.33469563,69735,19.94444444,70200
153,9,16,16,6,2,10,14,5,2,8,12,3,2,4,16,46,22,2,2,1,1,1,0,5,4,5,2,5,85000,3,26,1,41.83380176,80055,33.090603,49005
260,10,10,10,37,3,3,3,3,5,5,11,5,5,11,5,11,17,11,45,0,0,0,0,0,1,1,3,6,85000,7,40,1,41.09948187,72375,24.33150137,60045
121,3,4,8,11,17,19,9,8,7,8,6,3,3,1,1,26,31,22,6,5,7,0,0,1,5,6,2,5,86000,2,37,1,29.17140886,86985,23.31789059,60870
168,6,9,26,20,15,12,5,3,2,1,1,4,4,2,8,22,32,16,10,5,3,2,0,0,3,4,3,5,88100,6,28,2,30.65276685,57195,24.88777661,56940
112,10,10,25,28,17,4,2,1,1,1,1,7,7,4,8,11,28,24,16,2,2,2,2,1,1,2,2,6,89000,9,33,1,30.05847076,50025,26.2985255,62055
12,20,30,15,10,7,6,5,3,2,1,1,6,7,26,31,16,9,7,4,3,2,1,1,0,2,3,5,4,90000,7,35,1,42.61367521,43875,41.02696078,36720
38,30,22,14,7,6,2,5,3,2,2,7,3,3,16,42,6,30,6,0,0,0,0,0,0,4,5,3,2,90000,5,36,1,51.50817236,50475,30.02872531,33420
47,20,0,0,40,0,0,35,0,0,0,5,6,5,0,10,0,0,0,0,90,0,0,0,0,4,4,4,5,90000,4,30,2,34.5696767,67275,9.5,90000
85,9,14,24,14,10,6,5,5,5,5,3,3,3,1,1,7,11,43,23,5,2,3,2,2,3,4,3,4,90000,3,27,1,39.19410913,62130,19.64920411,74445
159,2,31,10,40,0,0,0,0,3,7,7,4,5,3,0,0,42,55,0,0,0,0,0,0,1,2,3,5,90000,6,56,2,40.71926281,59415,10.2154195,59535
183,17,14,13,10,8,8,8,6,6,7,3,2,2,0,0,2,1,26,26,23,20,2,0,0,5,5,2,2,90000,7,40,2,42.19559229,65340,13.85128205,87750
289,12,20,13,33,15,7,0,0,0,0,0,3,3,1,4,19,16,19,19,15,7,0,0,0,3,5,2,2,90000,4,43,2,28.42098093,44040,23.21763269,67545
301,14,13,13,10,9,10,9,7,7,5,3,5,5,7,16,15,13,12,12,11,5,4,3,2,3,4,2,4,90000,5,27,2,39.75748835,67605,35.64729133,64515
46,11,12,13,13,13,8,7,7,6,6,4,3,3,2,3,10,30,31,17,2,2,1,1,1,4,4,4,5,98000,7,69,1,38.69525038,69795,21.02756365,64215
201,12,11,15,13,20,13,5,4,2,3,2,1,1,2,2,3,5,12,13,17,27,10,6,3,1,1,2,6,100000,8,45,2,35.51260504,60690,20.86257896,97365
203,11,36,15,12,7,6,4,4,2,1,2,1,2,0,11,68,0,0,0,0,0,0,21,0,4,5,1,3,100000,2,29,2,41.31906121,47295,34.62176166,57900
208,17,18,21,21,5,4,2,2,4,2,4,3,3,0,18,27,24,17,5,4,2,1,1,1,5,4,2,4,100000,3,24,2,42.80703284,51615,28.57686883,53175
242,4,8,13,16,15,12,12,10,5,3,2,4,3,10,10,21,21,19,11,8,0,0,0,0,4,5,2,4,100000,4,20,1,30.57101806,73080,28.74351585,52050
299,5,15,24,11,10,5,5,5,5,5,10,5,5,0,10,10,14,10,13,11,8,5,5,14,2,3,3,4,100000,8,30,1,41.27487179,73125,33.87520525,91350
127,3,9,12,14,16,15,12,8,4,4,3,3,7,0,0,0,0,0,28,18,17,22,13,2,4,4,2,5,104000,2,37,2,30.59189406,74760,13.96190476,110250
191,12,24,39,12,5,3,1,1,1,1,1,3,3,0,0,0,0,0,50,50,0,0,0,0,3,2,2,4,109000,7,42,2,33.5039019,40365,6.166666667,90000
126,1,3,38,23,6,2,10,6,6,4,1,5,5,11,25,41,15,6,0,0,0,1,1,0,4,5,3,4,110000,3,36,2,30.79712163,64620,27.90052781,36945
164,16,21,31,11,5,3,3,2,2,1,5,5,5,47,0,19,0,3,29,0,0,0,1,1,1,3,3,6,110000,4,52,2,43.32892714,48795,44.73770492,42090
172,10,10,15,17,25,13,6,1,1,1,1,2,2,0,1,2,5,21,21,21,23,2,2,2,5,5,2,4,110000,2,27,1,30.54390564,57225,17.50082645,90750
270,10,0,51,14,0,0,0,10,10,0,5,9,8,0,5,30,35,10,10,5,5,0,0,0,2,2,3,4,110000,7,47,1,38.19413919,61425,22.86666667,56250
236,10,10,25,22,10,9,6,3,2,2,1,3,2,10,20,20,20,10,9,6,0,0,0,5,4,4,2,2,115000,4,32,2,33.94421769,55125,38.45582048,53475
264,10,13,13,33,8,7,7,7,1,1,0,7,5,7,27,25,18,9,4,3,3,3,1,0,2,3,2,4,120000,3,34,2,32.25409836,54900,34.55448409,46665
286,19,0,25,0,34,22,0,0,0,0,0,3,3,0,0,0,10,39,22,29,0,0,0,0,4,4,3,3,120000,6,56,2,28.33011089,52755,12.49615385,78000
95,2,4,16,14,16,17,11,9,6,2,3,6,7,0,20,39,0,22,0,0,0,19,0,0,1,1,2,6,125000,8,59,1,28.32562243,76515,34.45876289,58200
14,11,11,13,21,11,12,5,4,5,4,3,8,7,0,9,11,13,21,20,9,5,6,2,4,1,1,6,6,129000,9,31,1,37.16744403,64320,28.35166994,76350
261,5,10,18,20,22,6,6,3,3,3,4,4,5,0,0,20,50,0,0,0,0,30,0,0,3,4,2,5,129000,5,28,1,33.71741638,65025,27.20833333,72000
22,21,26,19,13,8,4,3,2,2,1,1,2,3,36,14,0,23,19,8,0,0,0,0,0,4,5,3,3,130000,5,45,1,41.15883191,42120,37.87297921,38970
91,2,5,12,21,16,13,10,7,5,4,5,3,3,1,3,10,20,30,18,8,5,2,2,1,6,6,1,5,130000,2,53,1,30.26950491,77865,22.50296108,70920
158,12,15,17,15,10,7,6,5,6,5,2,2,2,24,0,11,24,19,0,3,9,4,0,6,5,6,2,1,130000,3,59,2,39.65840622,61740,41.02649326,62280
254,0,50,37,0,0,9,0,0,2,1,1,4,4,25,0,50,0,20,0,0,0,0,0,5,3,3,4,3,130000,7,28,2,31.58089669,38475,38.58333333,45000
283,2,6,14,24,23,14,7,5,2,2,1,4,3,17,13,10,9,9,12,10,10,4,3,3,4,4,2,5,140000,3,25,1,26.05722687,66315,39.94606947,65640
105,5,10,50,10,5,5,5,4,3,2,1,8,8,0,0,0,0,0,40,20,20,10,10,0,1,2,4,5,150000,9,36,2,32.75644699,52350,12.73529412,102000
279,7,12,14,16,13,10,8,6,5,5,4,4,6,19,20,0,26,30,0,0,0,0,3,2,3,4,4,4,150000,2,21,2,36.34746307,70065,36.29935523,48855
58,3,5,8,9,9,10,12,11,11,11,11,4,5,0,10,11,13,16,17,16,9,4,2,2,2,3,4,5,159850,5,43,1,30.37818955,98760,27.25992063,75600
7,20,15,15,11,9,7,7,4,4,4,4,3,3,0,0,0,0,49,0,30,0,0,21,0,5,5,2,5,160000,2,53,2,44.30279898,58950,18.2195122,92250
194,5,6,8,10,11,13,14,14,8,8,3,5,4,13,18,22,17,27,3,0,0,0,0,0,1,3,3,5,164000,9,39,2,29.37323944,85200,28.94963781,43485
173,1,4,7,7,10,15,24,20,6,6,0,5,3,3,6,3,7,12,25,13,15,9,7,0,5,4,2,3,175000,3,26,2,21.41097747,88545,23.4901722,86235
141,1,8,20,20,15,10,7,6,5,5,3,3,3,0,0,20,20,10,10,10,0,0,0,30,4,5,2,4,180000,3,35,2,31.69418703,71220,35.40740741,101250
149,37,30,14,4,4,3,2,2,2,1,1,1,1,80,8,2,2,2,1,1,1,1,1,1,6,6,1,1,180000,9,55,1,45.71542553,33840,43.14237288,22125
137,9,10,11,15,12,10,6,6,6,5,10,5,5,0,0,2,5,7,9,10,15,19,17,16,1,2,3,6,185000,7,55,1,39.05232003,78555,21.01970443,121800
290,7,7,9,10,17,13,12,9,7,5,4,8,8,0,1,2,4,6,9,11,14,14,16,23,1,1,4,6,190000,7,46,1,32.13628588,78915,22.3526971,126525
54,3,17,14,12,13,13,11,5,6,3,3,1,1,8,20,22,24,0,0,26,0,0,0,0,6,6,3,3,200000,5,27,2,34.47448097,69360,33.36817654,51660
214,7,10,12,18,20,10,9,7,4,2,1,3,3,1,3,5,9,19,20,19,11,6,5,2,3,4,4,4,200000,5,32,1,31.59412305,65340,22.5498001,86295
239,7,9,16,25,15,12,6,4,3,2,1,3,3,0,0,0,0,0,0,0,17,39,44,0,3,5,3,6,200000,5,60,1,31.23807182,60990,6.418472064,131550
212,5,10,15,20,15,10,8,4,4,2,7,5,5,0,0,0,0,0,10,10,10,10,20,40,1,2,5,1,240000,8,23,1,35.67789474,71250,17.55555556,148500
195,5,6,13,5,14,12,10,14,10,10,1,4,5,0,0,0,0,0,18,19,25,20,17,1,2,4,2,5,275000,4,25,1,29.71171171,83250,12.58383035,113175
101,7,13,19,23,14,11,4,3,3,2,1,3,3,0,2,2,4,4,6,11,11,10,10,40,2,4,3,4,350000,4,43,1,32.75326712,57390,22.71952535,139050
62,26,22,17,12,9,6,2,2,2,1,1,2,1,0,0,0,0,0,60,20,20,0,0,0,4,6,3,2, ,5,66,1,42.5273899,41895,8.557377049,91500
227,66,20,14,0,0,0,0,0,0,0,0,5,5,19,52,29,0,0,0,0,0,0,0,0,3,3,3,3, ,5,26,2,25.55517827,17670,20.92757996,24855
253,6,32,16,16,10,9,4,3,2,1,1,3,3,10,10,10,10,50,0,0,0,0,0,10,4,4,3,3, ,3,33,1,36.68548144,49695,34.83105023,65700
